Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"X Li, N Li, B Wang, W Sun","Mitigating data poisoning attacks to local differential privacy",2025,"Proceedings of the 2025 ACM SIGSAC …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3719027.3744839","https://scholar.google.com/scholar?cites=11464618858877608926&as_sdt=2005&sciodt=2007&hl=en",118,"2026-01-28 13:54:56","","10.1145/3719027.3744839","",,,,,,1,1.00,0,4,1,"… In this work, we further study utility recovery under the data poisoning attack. We propose a novel LDP post-processing method, robust segment normalization, and empirically study the …","https://dl.acm.org/doi/pdf/10.1145/3719027.3744839","https://scholar.google.com/scholar?q=related:3uOkKByCGp8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
69,"L Chen, Y Xu, F Xie, M Huang…","Data poisoning attacks on neighborhood‐based recommender systems",2021,"Transactions on …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.3872","https://scholar.google.com/scholar?cites=1123487222326518254&as_sdt=2005&sciodt=2007&hl=en",119,"2026-01-28 13:54:56","","10.1002/ett.3872","",,,,,,69,13.80,14,5,5,"… design an optimal data poisoning attack based … data poisoning attack to test its robustness is an urgent and important issue. With this motivation, we propose an optimal data poisoning …","https://onlinelibrary.wiley.com/doi/am-pdf/10.1002/ett.3872","https://scholar.google.com/scholar?q=related:7mF2HK1tlw8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
22,"S Wadhwa, S Agrawal, H Chaudhari…","Data poisoning attacks against differentially private recommender systems",2020,"Proceedings of the 43rd …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3397271.3401301","https://scholar.google.com/scholar?cites=8771245183092618276&as_sdt=2005&sciodt=2007&hl=en",120,"2026-01-28 13:54:56","","10.1145/3397271.3401301","",,,,,,22,3.67,6,4,6,"… as a defense technique against data poisoning attacks on … utility for a given data poisoning attack objective, and derive … the difference in impact of data poisoning between typical matrix …","https://dl.acm.org/doi/pdf/10.1145/3397271.3401301","https://scholar.google.com/scholar?q=related:JHQXoAW5uXkJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
12,"L Adomaitis, R Oak","Ethics of adversarial machine learning and data poisoning",2023,"Digital Society","Springer","https://link.springer.com/article/10.1007/s44206-023-00039-1","https://scholar.google.com/scholar?cites=11750185858150654455&as_sdt=2005&sciodt=2007&hl=en",121,"2026-01-28 13:54:56","","10.1007/s44206-023-00039-1","",,,,,,12,4.00,6,2,3,"… We conclude that obfuscation by data poisoning can be justified in facial recognition but not in the medical case. We motivate our conclusion by employing psychological arguments …","","https://scholar.google.com/scholar?q=related:92HjZ8gLEaMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
31,"K Huang, G Ouyang, Q Ye, H Hu…","LDPGuard: Defenses against data poisoning attacks to local differential privacy protocols",2024,"… Knowledge and Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10415225/","https://scholar.google.com/scholar?cites=18273251454328264284&as_sdt=2005&sciodt=2007&hl=en",122,"2026-01-28 13:54:56","","","",,,,,,31,15.50,6,5,2,"… on improving data utility but may be exposed to data poisoning attacks, which are injected by attackers who introduce fake users to LDP protocols to craft the data and manipulate the …","","https://scholar.google.com/scholar?q=related:XFagwmGhl_0J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
10,"Y Li, J Wang, C Wang","Systematic testing of the data-poisoning robustness of KNN",2023,"Proceedings of the 32nd ACM SIGSOFT …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3597926.3598129","https://scholar.google.com/scholar?cites=8176802864600565569&as_sdt=2005&sciodt=2007&hl=en",123,"2026-01-28 13:54:56","","10.1145/3597926.3598129","",,,,,,10,3.33,3,3,3,"… Data poisoning aims to compromise a machine learning … Existing methods for deciding data-poisoning robustness have … falsify as well as certify data-poisoning robustness for a widely …","https://dl.acm.org/doi/pdf/10.1145/3597926.3598129","https://scholar.google.com/scholar?q=related:Qcfp_uHWeXEJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
4,"H Fang, Y Qiu, G Qin, J Zhang, K Chen…","DP2Dataset Protection by Data Poisoning",2022,"… on Dependable and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9978676/","https://scholar.google.com/scholar?cites=5164711307307050359&as_sdt=2005&sciodt=2007&hl=en",124,"2026-01-28 13:54:56","","","",,,,,,4,1.00,1,6,4,"… Stealthiness, which ensures that the poisoned data will not … a novel data protection method by data poisoning dubbed DP2 … a poisoning mechanism that consists of a poisoning process …","","https://scholar.google.com/scholar?q=related:d-V695G9rEcJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
14,"M Aljanabi, H Ahmad","Navigating the void: Uncovering research gaps in the detection of data poisoning attacks in federated learning-based big data processing: A systematic literature …",2023,"… Journal of Big Data","journals.mesopotamian.press","https://journals.mesopotamian.press/index.php/bigdata/article/view/202","https://scholar.google.com/scholar?cites=14584452290255638712&as_sdt=2005&sciodt=2007&hl=en",125,"2026-01-28 13:54:56","","","",,,,,,14,4.67,7,2,3,"… of federated learning, big data processing, and data poisoning attacks. Employing a … of data poisoning attacks specifically in the context of federated learning when processing big data. …","https://journals.mesopotamian.press/index.php/bigdata/article/download/202/193","https://scholar.google.com/scholar?q=related:uNBRFBZiZsoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
22,"Y Chen, Y Mao, H Liang, S Yu, Y Wei, S Leng","Data poison detection schemes for distributed machine learning",2019,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8943404/","https://scholar.google.com/scholar?cites=17236050308647262305&as_sdt=2005&sciodt=2007&hl=en",126,"2026-01-28 13:54:56","","","",,,,,,22,3.14,4,6,7,"… a data poison detection scheme for basic-DML, based on a so-called cross-learning data as… For semi-DML, we propose an improved data poison detection scheme, which can provide …","https://ieeexplore.ieee.org/iel7/6287639/6514899/08943404.pdf","https://scholar.google.com/scholar?q=related:YZiuaW_AMu8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
18,"S Gajbhiye, P Singh, S Gupta","Data poisoning attack by label flipping on splitfed learning",2022,"… Conference on Recent Trends in Image …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-23599-3_30","https://scholar.google.com/scholar?cites=2947077140153728435&as_sdt=2005&sciodt=2007&hl=en",127,"2026-01-28 13:54:56","","10.1007/978-3-031-23599-3_30","",,,,,,18,4.50,6,3,4,"… untargeted data poisoning attacks on SFL. Through our empirical data, we observe that untargeted attacks cause a higher drop in model accuracy compared to targeted data poisoning …","","https://scholar.google.com/scholar?q=related:s32JcAsf5igJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
18,"P Sosnin, MN Müller, M Baader, C Tsay…","Certified robustness to data poisoning in gradient-based training",2024,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2406.05670","https://scholar.google.com/scholar?cites=11485872216462703536&as_sdt=2005&sciodt=2007&hl=en",128,"2026-01-28 13:54:56","","","",,,,,,18,9.00,4,5,2,"… Given this abstraction of model training, we now turn to developing an abstraction of the data poisoning attacks, defining their capabilities to adversarially manipulate the training input. …","https://arxiv.org/pdf/2406.05670?","https://scholar.google.com/scholar?q=related:sLvJFe0DZp8J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
94,"P Gupta, K Yadav, BB Gupta, M Alazab…","A novel data poisoning attack in federated learning based on inverted loss function",2023,"Computers & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167404823001803","https://scholar.google.com/scholar?cites=11588308660571959918&as_sdt=2005&sciodt=2007&hl=en",129,"2026-01-28 13:54:56","","","",,,,,,94,31.33,19,5,3,"… Data poisoning attack is one of the common attacks that … The mechanism used in most of the existing data poisoning … In our approach, we have come with a new data poisoning attack …","","https://scholar.google.com/scholar?q=related:bnL5TFTx0aAJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
61,"R Doku, DB Rawat","Mitigating data poisoning attacks on a federated learning-edge computing network",2021,"2021 IEEE 18th Annual Consumer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9369581/","https://scholar.google.com/scholar?cites=8518221032673449882&as_sdt=2005&sciodt=2007&hl=en",130,"2026-01-28 13:54:56","","","",,,,,,61,12.20,31,2,5,"… local data has potential risks such as a participant poisoning the model using malicious data … In this paper, an approach to mitigate data poisoning attacks in a federated learning setting …","https://par.nsf.gov/servlets/purl/10279536","https://scholar.google.com/scholar?q=related:mhfD0uXMNnYJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
27,"M Aljanabi, SY Mohammed…","Detecting data poisoning attacks in federated learning for healthcare applications using deep learning",2023,"Iraqi Journal for …","ijcsm.researchcommons.org","https://ijcsm.researchcommons.org/ijcsm/vol4/iss4/18/","https://scholar.google.com/scholar?cites=18048706953578426596&as_sdt=2005&sciodt=2007&hl=en",131,"2026-01-28 13:54:56","","","",,,,,,27,9.00,9,3,3,"… identify the threats of data poisoning in federated learning is … , private, and immune to data poisoning. This work provides a … and pays attention to protecting data privacy and security in …","https://ijcsm.researchcommons.org/cgi/viewcontent.cgi?article=1118&context=ijcsm","https://scholar.google.com/scholar?q=related:5DAqH1njefoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
87,"W Wang, AJ Levine, S Feizi","Improved certified defenses against data poisoning with (deterministic) finite aggregation",2022,"International Conference on …","proceedings.mlr.press","https://proceedings.mlr.press/v162/wang22m.html","https://scholar.google.com/scholar?cites=13385935402210758494&as_sdt=2005&sciodt=2007&hl=en",132,"2026-01-28 13:54:56","","","",,,,,,87,21.75,29,3,4,"… While the richness of data sources greatly facilitates the … This makes the data poisoning threat model, which concerns … In this work, we use a general formulation of data poisoning …","https://proceedings.mlr.press/v162/wang22m/wang22m.pdf","https://scholar.google.com/scholar?q=related:Xg8Zm1NlxLkJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
39,"E Nowroozi, I Haider, R Taheri…","Federated learning under attack: Exposing vulnerabilities through data poisoning attacks in computer networks",2025,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10821483/","https://scholar.google.com/scholar?cites=14847622317343530964&as_sdt=2005&sciodt=2007&hl=en",133,"2026-01-28 13:54:56","","","",,,,,,39,39.00,10,4,1,"… The FL setup with ten clients and a server explores how data poisoning threats affect … poisoning scenarios for both datasets. Our findings underscore the effectiveness of data poisoning …","https://arxiv.org/pdf/2403.02983","https://scholar.google.com/scholar?q=related:1F9s4NRZDc4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
62,"J Cloarec","Privacy controls as an information source to reduce data poisoning in artificial intelligence-powered personalization",2022,"Journal of Business Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0148296322006555","https://scholar.google.com/scholar?cites=7837305240841634921&as_sdt=2005&sciodt=2007&hl=en",134,"2026-01-28 13:54:56","","","",,,,,,62,15.50,62,1,4,"The latest advances in data-driven marketing, such as real-time personalization, have increasingly made consumers more vulnerable. In response, some consumers deliberately falsify …","https://www.sciencedirect.com/science/article/am/pii/S0148296322006555","https://scholar.google.com/scholar?q=related:aUSsvJezw2wJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
31,"K Psychogyios, TH Velivassaki, S Bourou, A Voulkidis…","GAN-driven data poisoning attacks and their mitigation in federated learning systems",2023,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/12/8/1805","https://scholar.google.com/scholar?cites=13598444162047478386&as_sdt=2005&sciodt=2007&hl=en",135,"2026-01-28 13:54:56","HTML","","",,,,,,31,10.33,6,5,3,"… to data or model poisoning attacks where the data or model parameters, respectively, may be altered. In this paper, we investigate the data poisoning … variants of data poisoning attacks, …","https://www.mdpi.com/2079-9292/12/8/1805","https://scholar.google.com/scholar?q=related:cgrT8Opgt7wJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
39,"R Wen, Z Zhao, Z Liu, M Backes, T Wang, Y Zhang","Is adversarial training really a silver bullet for mitigating data poisoning?",2023,"","publications.cispa.de","https://publications.cispa.de/articles/conference_contribution/Is_Adversarial_Training_Really_a_Silver_Bullet_for_Mitigating_Data_Poisoning_/25195511","https://scholar.google.com/scholar?cites=14083805153482228529&as_sdt=2005&sciodt=2007&hl=en",136,"2026-01-28 13:54:56","","","",,,,,,39,13.00,7,6,3,"… However, in this paper, we challenge this consensus by rethinking data poisoning from a fundamentally new perspective. Specifically, we introduce a new poisoning approach that …","https://publications.cispa.de/articles/conference_contribution/Is_Adversarial_Training_Really_a_Silver_Bullet_for_Mitigating_Data_Poisoning_/25195511/1/files/44481278.pdf","https://scholar.google.com/scholar?q=related:McMf-yq6c8MJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
3,"PR Ovi, A Gangopadhyay","Robust federated learning against data poisoning attacks: Prevention and detection of attacked nodes",2025,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/14/15/2970","https://scholar.google.com/scholar?cites=1950603381035894396&as_sdt=2005&sciodt=2007&hl=en",137,"2026-01-28 13:54:56","HTML","","",,,,,,3,3.00,2,2,1,"… the effect of data poisoning attacks in federated training. In data poisoning attacks, it is assumed that attackers/malicious participants manipulate the local training data on their local …","https://www.mdpi.com/2079-9292/14/15/2970","https://scholar.google.com/scholar?q=related:fAZSuHDvERsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
26,"K Rezaei, K Banihashem…","Run-off election: Improved provable defense against data poisoning attacks",2023,"… on Machine Learning","proceedings.mlr.press","http://proceedings.mlr.press/v202/rezaei23a.html","https://scholar.google.com/scholar?cites=667933996999044322&as_sdt=2005&sciodt=2007&hl=en",138,"2026-01-28 13:54:56","","","",,,,,,26,8.67,9,3,3,"… In this work, we focus on (pointwise) certified robustness against data poisoning and assume a general poisoning model where the adversary may insert, delete, or modify any images. …","https://proceedings.mlr.press/v202/rezaei23a/rezaei23a.pdf","https://scholar.google.com/scholar?q=related:4uyIcG76RAkJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
84,"AE Cinà, K Grosse, A Demontis, B Biggio, F Roli…","Machine learning security against data poisoning: Are we there yet?",2024,"Computer","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10461694/","https://scholar.google.com/scholar?cites=7834908279704113650&as_sdt=2005&sciodt=2007&hl=en",139,"2026-01-28 13:54:56","","","",,,,,,84,42.00,14,6,2,"… on data poisoning attacks, we focus more here on 1) the interplay between data poisoning … be implemented to protect ML systems against poisoning attacks. We conclude by discussing …","https://arxiv.org/pdf/2204.05986","https://scholar.google.com/scholar?q=related:8tGHu5Evu2wJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
9,"CJ Lin","Building resilient AI models against data poisoning attacks",2022,"Multidisciplinary Studies and Innovative Research","allscoperesearch.com","https://allscoperesearch.com/index.php/MSI/article/view/10","https://scholar.google.com/scholar?cites=8276819348881308364&as_sdt=2005&sciodt=2007&hl=en",140,"2026-01-28 13:54:56","","","",,,,,,9,2.25,9,1,4,"… has heightened concerns about data poisoning attacks that compromise model reliability. Data poisoning refers to the intentional manipulation of training data to degrade model …","https://allscoperesearch.com/index.php/MSI/article/download/10/20","https://scholar.google.com/scholar?q=related:zHomaFgr3XIJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
12,"P Chen, Y Yang, D Yang, H Sun, Z Chen, P Lin","Black-Box Data Poisoning Attacks on Crowdsourcing.",2023,"IJCAI","ijcai.org","https://www.ijcai.org/proceedings/2023/0332.pdf","https://scholar.google.com/scholar?cites=8493135649576316096&as_sdt=2005&sciodt=2007&hl=en",141,"2026-01-28 13:54:56","PDF","","",,,,,,12,4.00,2,6,3,"… aggregation against data poisoning attacks is key to ensuring data quality in crowdsourced … This paper introduces a blackbox data poisoning attack framework that finds the optimal …","https://www.ijcai.org/proceedings/2023/0332.pdf","https://scholar.google.com/scholar?q=related:wOwz7t-t3XUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
17,"Y Tian, W Zhang, A Simpson, Y Liu…","Defending against data poisoning attacks: from distributed learning to federated learning",2021,"The Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10084429/","https://scholar.google.com/scholar?cites=15439563433183291237&as_sdt=2005&sciodt=2007&hl=en",142,"2026-01-28 13:54:56","","","",,,,,,17,3.40,3,5,5,"… In Section 5, we discuss the key challenges in defending against data poisoning attacks in FL environment. Section 6 introduces the proposed defense and demonstrates its …","https://ora.ox.ac.uk/objects/uuid:43d3bfba-47b5-44ef-b185-fa256971e00f/files/sqj72p7980","https://scholar.google.com/scholar?q=related:ZScA4iNZRNYJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
31,"C Yin, Q Zeng","Defending against data poisoning attack in federated learning with non-IID data",2023,"IEEE transactions on computational social …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10198397/","https://scholar.google.com/scholar?cites=15923017944275836699&as_sdt=2005&sciodt=2007&hl=en",143,"2026-01-28 13:54:56","","","",,,,,,31,10.33,16,2,3,"… the impact of data poisoning attacks without significantly … data poisoning attacks against FL can have a worse impact on the global model when the client’s local dataset is non-IID data…","","https://scholar.google.com/scholar?q=related:G1-74HTs-dwJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
25,"V Terziyan, M Golovianko…","Industry 4.0 intelligence under attack: From cognitive hack to data poisoning",2018,"Cyber Defence in Industry …","ebooks.iospress.nl","https://ebooks.iospress.nl/volumearticle/50290","https://scholar.google.com/scholar?cites=5441871452861685592&as_sdt=2005&sciodt=2007&hl=en",144,"2026-01-28 13:54:56","","","",,,,,,25,3.13,8,3,8,"… Our focus is data poisoning attacks caused by adversarial … how minor targeted data poisoning can produce areas of … The first experiment of data poisoning is an injection of one …","https://jyx.jyu.fi/bitstreams/8faecb65-0dfa-4b3e-8576-6914a8574189/download","https://scholar.google.com/scholar?q=related:WN8oDUFphUsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
38,"Y Lu, G Kamath, Y Yu","Indiscriminate data poisoning attacks on neural networks",2022,"arXiv preprint arXiv:2204.09092","arxiv.org","https://arxiv.org/abs/2204.09092","https://scholar.google.com/scholar?cites=5039361355440580415&as_sdt=2005&sciodt=2007&hl=en",145,"2026-01-28 13:54:56","","","",,,,,,38,9.50,13,3,4,"… data poisoning attacks on deep neural works is still largely missing—a gap we aim to fill in this work. To address this difficult problem, we design more versatile data poisoning attacks …","https://arxiv.org/pdf/2204.09092","https://scholar.google.com/scholar?q=related:P-fd_XNo70UJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
5,"N Agah, J Mohammadi, A Aved, D Ferris…","Data poisoning: an overlooked threat to power grid resilience",2024,"… on Dynamic Data …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-94895-4_20","https://scholar.google.com/scholar?cites=843080073343504387&as_sdt=2005&sciodt=2007&hl=en",146,"2026-01-28 13:54:56","","10.1007/978-3-031-94895-4_20","",,,,,,5,2.50,1,5,2,"… Finally, we will examine the impacts of data poisoning … data injection attacks and data poisoning, but data poisoning … , while false data injection did not. As discussed in these papers, …","https://arxiv.org/pdf/2407.14684","https://scholar.google.com/scholar?q=related:A5DZINw4swsJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
15,"GF Monkam, MJ De Lucia, ND Bastian","A topological data analysis approach for detecting data poisoning attacks against machine learning based network intrusion detection systems",2024,"Computers &Security","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167404824002323","https://scholar.google.com/scholar?cites=13805728374823143468&as_sdt=2005&sciodt=2007&hl=en",147,"2026-01-28 13:54:56","","","",,,,,,15,7.50,5,3,2,"… Data poisoning attacks pose a significant security risk to network … data poisoning attacks proves to be a challenging task, as attackers employ subtle alterations in the training data to …","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4640844","https://scholar.google.com/scholar?q=related:LEjdns_Ml78J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
23,"F Khan, RL Kumar, MH Abidi, S Kadry, H Alkhalefah…","Federated split learning model for industry 5.0: A data poisoning defense for edge computing",2022,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/11/15/2393","https://scholar.google.com/scholar?cites=10863141366268039955&as_sdt=2005&sciodt=2007&hl=en",148,"2026-01-28 13:54:56","HTML","","",,,,,,23,5.75,4,6,4,"… data to distort the learned model in a data poisoning attack. This research provides an effective data poisoning … This paper developed a novel data poisoning defense federated split …","https://www.mdpi.com/2079-9292/11/15/2393","https://scholar.google.com/scholar?q=related:ExNCaYShwZYJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
31,"A Takiddin, M Ismail, R Atat, KR Davis…","Robust graph autoencoder-based detection of false data injection attacks against data poisoning in smart grids",2023,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10154127/","https://scholar.google.com/scholar?cites=1535616578552810346&as_sdt=2005&sciodt=2007&hl=en",149,"2026-01-28 13:54:56","","","",,,,,,31,10.33,6,5,3,"… We propose a robust detector against data poisoning and correctly labeled FDIAs based on a CR-GAE model that exhibits the following features. First, it offers topologyaware detection …","https://par.nsf.gov/servlets/purl/10430793","https://scholar.google.com/scholar?q=related:akvXYySbTxUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
20,"P Banerjee, L Chu, Y Zhang…","Stealthy targeted data poisoning attack on knowledge graphs",2021,"… Conference on Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9458733/","https://scholar.google.com/scholar?cites=11156616976846866186&as_sdt=2005&sciodt=2007&hl=en",150,"2026-01-28 13:54:56","","","",,,,,,20,4.00,5,4,5,"… ], [6], knowledge graphs are susceptible to data poisoning attacks, whereby an attacker can … In this paper, we are specifically interested in targeted data poisoning attack [5]. In this attack…","https://lingyangchu.github.io/Papers/ICDE21_Stealthy.pdf","https://scholar.google.com/scholar?q=related:CscMuAdE1JoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
77,"S Shan, AN Bhagoji, H Zheng, BY Zhao","Poison forensics: Traceback of data poisoning attacks in neural networks",2022,"31st USENIX Security …","usenix.org","https://www.usenix.org/conference/usenixsecurity22/presentation/shan","https://scholar.google.com/scholar?cites=8387124143455654142&as_sdt=2005&sciodt=2007&hl=en",151,"2026-01-28 13:54:56","","","",,,,,,77,19.25,19,4,4,"… forensics of poison attacks: • We define forensics in the context of data poisoning attacks and … traces back misclassification events to poison training data responsible. • We empirically …","https://www.usenix.org/system/files/sec22-shan.pdf","https://scholar.google.com/scholar?q=related:_tDGufgMZXQJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
14,"TK Dang, PTT Truong, PT Tran","Data poisoning attack on deep neural network and some defense methods",2020,"… International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9353086/","https://scholar.google.com/scholar?cites=3376471251659988959&as_sdt=2005&sciodt=2007&hl=en",152,"2026-01-28 13:54:56","","","",,,,,,14,2.33,5,3,6,"… Network (DNN) and poisoning attack. After that, we will formalize data poisoning attack’s threat … And in Section V, we will present a kind of poisoning attack - backdoor attack and trojan …","","https://scholar.google.com/scholar?q=related:3x-Dzbai2y4J:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
41,"W Yang, J Gao…","Robust contrastive language-image pretraining against data poisoning and backdoor attacks",2023,"Advances in Neural …","proceedings.neurips.cc","https://proceedings.neurips.cc/paper_files/paper/2023/hash/2232e8fee69b150005ac420bfa83d705-Abstract-Conference.html","https://scholar.google.com/scholar?cites=11907019299281685364&as_sdt=2005&sciodt=2007&hl=en",153,"2026-01-28 13:54:56","","","",,,,,,41,13.67,14,3,3,"… In this section, we first study the effect of data poisoning attacks on multimodal models. Then, … against data poisoning and backdoor attacks. 4.1 Effect of Data Poisoning Attacks on CLIP …","https://proceedings.neurips.cc/paper_files/paper/2023/file/2232e8fee69b150005ac420bfa83d705-Paper-Conference.pdf","https://scholar.google.com/scholar?q=related:dMtnc_c6PqUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
1,"F Abtahi, F Seoane, I Pau, M Vega-Barbas","Data Poisoning Vulnerabilities Across Healthcare AI Architectures: A Security Threat Analysis",2025,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2511.11020","https://scholar.google.com/scholar?cites=4983817643864686425&as_sdt=2005&sciodt=2007&hl=en",154,"2026-01-28 13:54:56","","","",,,,,,1,1.00,0,4,1,"… To systematically evaluate data poisoning vulnerabilities, we analyzed eight attack scenarios spanning four categories: architecture-specific attacks that exploit particular AI model types…","https://arxiv.org/pdf/2511.11020","https://scholar.google.com/scholar?q=related:Wf_g370TKkUJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
29,"R Chen, Z Li, J Li, J Yan, C Wu","On collective robustness of bagging against data poisoning",2022,"International Conference on …","proceedings.mlr.press","https://proceedings.mlr.press/v162/chen22k.html","https://scholar.google.com/scholar?cites=7671982562316508504&as_sdt=2005&sciodt=2007&hl=en",155,"2026-01-28 13:54:56","","","",,,,,,29,7.25,6,5,4,"… robustness against the global poisoning attack. Specifically, … upper bound of the tolerable poison budget. Based on this … the influence scope for each poisoning sample universally. Our …","https://proceedings.mlr.press/v162/chen22k/chen22k.pdf","https://scholar.google.com/scholar?q=related:WN3dFX5beGoJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
30,"A Das, A Tariq, F Batalini, B Dhara, I Banerjee","Exposing vulnerabilities in clinical llms through data poisoning attacks: Case study in breast cancer",2024,"MedRxiv","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC10984073/","https://scholar.google.com/scholar?cites=225590181409896857&as_sdt=2005&sciodt=2007&hl=en",156,"2026-01-28 13:54:56","HTML","","",,,,,,30,15.00,6,5,2,"… clinical LLMs by focusing on data poisoning attacks. To study how adversaries can potentially exploit these LLMs in the clinical domain through data poisoning, we demonstrate these …","https://pmc.ncbi.nlm.nih.gov/articles/PMC10984073/","https://scholar.google.com/scholar?q=related:mbnAIxN1IQMJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
8,"T Mahlangu, S January, T Mashiane…","Data poisoning: Achilles heel of cyber threat intelligence systems",2019,"Proceedings of the …","books.google.com","https://books.google.com/books?hl=en&lr=&id=UfedDwAAQBAJ&oi=fnd&pg=PA221&dq=data+poisoning&ots=C_FJbMqQe8&sig=YhjGVHp36o1dOt065C-i9JCTb8o","https://scholar.google.com/scholar?cites=7308022860149668897&as_sdt=2005&sciodt=2007&hl=en",157,"2026-01-28 13:54:56","","","",,,,,,8,1.14,2,4,7,"… our data makes it very easy to identify ‘data poisoning’attacks… would not be able to poison our data. Instead, it means that, … one of our data objects and then craft their ‘poisoned data’to …","https://researchspace.csir.co.za/dspace/bitstream/handle/10204/10853/Mahlangu_22278_2019.pdf?sequence=1","https://scholar.google.com/scholar?q=related:IbynXRJQa2UJ:scholar.google.com/&scioq=data+poisoning&hl=en&as_sdt=2007"
